model,dataset,stage,selection,num_disabled,newly_disabled_layer,disabled_layers,outlier_factor,baseline_acc,ablated_acc,recovery_pts
resnet18_no_weights,CIFAR10,PTQ,cumulative_top_outlier,2,layer2.0.downsample.0,layer2.1.conv2;layer2.0.downsample.0,6.578551152416128,82.27,82.32,0.04999999999999716
resnet18_no_weights,CIFAR10,PTQ,cumulative_top_outlier,3,layer2.0.conv2,layer2.1.conv2;layer2.0.downsample.0;layer2.0.conv2,6.112802096980544,82.27,82.4,0.13000000000000966
resnet18_no_weights,CIFAR10,PTQ,cumulative_top_outlier,4,layer3.1.conv2,layer2.1.conv2;layer2.0.downsample.0;layer2.0.conv2;layer3.1.conv2,5.488940195475975,82.27,82.4,0.13000000000000966
resnet18_no_weights,CIFAR10,PTQ,cumulative_top_outlier,5,layer3.1.conv1,layer2.1.conv2;layer2.0.downsample.0;layer2.0.conv2;layer3.1.conv2;layer3.1.conv1,5.194555592107338,82.27,82.34,0.07000000000000739
resnet18_no_weights,CIFAR10,PTQ,cumulative_low_outlier,1,fc,fc,1.4420462281023632,82.27,82.34,0.07000000000000739
resnet18_no_weights,CIFAR10,PTQ,cumulative_low_outlier,2,layer4.1.conv2,fc;layer4.1.conv2,3.379932623721875,82.27,82.35,0.0799999999999983
resnet18_no_weights,CIFAR10,PTQ,cumulative_low_outlier,3,layer2.0.conv1,fc;layer4.1.conv2;layer2.0.conv1,3.543239685739933,82.27,82.46,0.18999999999999773
resnet18_no_weights,CIFAR10,PTQ,cumulative_low_outlier,4,layer2.1.conv1,fc;layer4.1.conv2;layer2.0.conv1;layer2.1.conv1,3.6904035584121506,82.27,82.46,0.18999999999999773
resnet18_no_weights,CIFAR10,PTQ,cumulative_low_outlier,5,layer3.0.conv1,fc;layer4.1.conv2;layer2.0.conv1;layer2.1.conv1;layer3.0.conv1,3.792892441440001,82.27,82.5,0.23000000000000398
resnet18_no_weights,CIFAR10,QAT,cumulative_top_outlier,1,layer2.0.downsample.0,layer2.0.downsample.0,6.824484504995988,90.62,90.6,-0.020000000000010232
resnet18_no_weights,CIFAR10,QAT,cumulative_top_outlier,2,layer3.1.conv2,layer2.0.downsample.0;layer3.1.conv2,6.794679038365119,90.62,90.55,-0.07000000000000739
resnet18_no_weights,CIFAR10,QAT,cumulative_top_outlier,3,layer2.1.conv2,layer2.0.downsample.0;layer3.1.conv2;layer2.1.conv2,6.482959763841443,90.62,90.56,-0.060000000000002274
resnet18_no_weights,CIFAR10,QAT,cumulative_top_outlier,4,layer3.1.conv1,layer2.0.downsample.0;layer3.1.conv2;layer2.1.conv2;layer3.1.conv1,6.178150539183649,90.62,90.59,-0.030000000000001137
resnet18_no_weights,CIFAR10,QAT,cumulative_top_outlier,5,layer4.0.conv2,layer2.0.downsample.0;layer3.1.conv2;layer2.1.conv2;layer3.1.conv1;layer4.0.conv2,5.7710834059307965,90.62,90.62,0.0
resnet18_no_weights,CIFAR10,QAT,cumulative_low_outlier,1,fc,fc,1.1809776928669948,90.62,90.69,0.06999999999999318
resnet18_no_weights,CIFAR10,QAT,cumulative_low_outlier,2,layer2.0.conv1,fc;layer2.0.conv1,3.527710883826911,90.62,90.62,0.0
resnet18_no_weights,CIFAR10,QAT,cumulative_low_outlier,3,layer4.1.conv2,fc;layer2.0.conv1;layer4.1.conv2,3.728317367566007,90.62,90.64,0.01999999999999602
resnet18_no_weights,CIFAR10,QAT,cumulative_low_outlier,4,layer1.1.conv2,fc;layer2.0.conv1;layer4.1.conv2;layer1.1.conv2,4.026450338909148,90.62,90.66,0.03999999999999204
resnet18_no_weights,CIFAR10,QAT,cumulative_low_outlier,5,layer2.1.conv1,fc;layer2.0.conv1;layer4.1.conv2;layer1.1.conv2;layer2.1.conv1,4.051778590582029,90.62,90.6,-0.020000000000010232
resnet50_no_weights,CIFAR10,PTQ,cumulative_top_outlier,1,layer4.2.conv3,layer4.2.conv3,inf,11.8,11.79,-0.010000000000001563
resnet50_no_weights,CIFAR10,PTQ,cumulative_top_outlier,2,layer4.0.conv3,layer4.2.conv3;layer4.0.conv3,3100.000248269715,11.8,11.59,-0.21000000000000085
resnet50_no_weights,CIFAR10,PTQ,cumulative_top_outlier,3,layer3.5.conv3,layer4.2.conv3;layer4.0.conv3;layer3.5.conv3,874.4999394440056,11.8,11.67,-0.13000000000000078
resnet50_no_weights,CIFAR10,PTQ,cumulative_top_outlier,4,layer3.2.conv3,layer4.2.conv3;layer4.0.conv3;layer3.5.conv3;layer3.2.conv3,272.523855398009,11.8,11.75,-0.05000000000000071
resnet50_no_weights,CIFAR10,PTQ,cumulative_top_outlier,5,layer3.4.conv3,layer4.2.conv3;layer4.0.conv3;layer3.5.conv3;layer3.2.conv3;layer3.4.conv3,204.4062194122476,11.8,13.98,2.1799999999999997
resnet50_no_weights,CIFAR10,PTQ,cumulative_low_outlier,1,fc,fc,2.8594083083895563,11.8,10.68,-1.120000000000001
resnet50_no_weights,CIFAR10,PTQ,cumulative_low_outlier,2,layer1.1.conv1,fc;layer1.1.conv1,3.5587436286631546,11.8,10.74,-1.0600000000000005
resnet50_no_weights,CIFAR10,PTQ,cumulative_low_outlier,3,conv1,fc;layer1.1.conv1;conv1,3.5708808112664125,11.8,10.72,-1.08
resnet50_no_weights,CIFAR10,PTQ,cumulative_low_outlier,4,layer1.1.conv2,fc;layer1.1.conv1;conv1;layer1.1.conv2,3.5892604992791406,11.8,10.68,-1.120000000000001
resnet50_no_weights,CIFAR10,PTQ,cumulative_low_outlier,5,layer1.2.conv1,fc;layer1.1.conv1;conv1;layer1.1.conv2;layer1.2.conv1,3.9124536473766014,11.8,10.65,-1.1500000000000004
resnet50_no_weights,CIFAR10,QAT,cumulative_top_outlier,1,layer4.2.conv3,layer4.2.conv3,25.606894216250318,84.72,84.71,-0.010000000000005116
resnet50_no_weights,CIFAR10,QAT,cumulative_top_outlier,2,layer4.1.conv3,layer4.2.conv3;layer4.1.conv3,23.88558217233631,84.72,84.72,0.0
resnet50_no_weights,CIFAR10,QAT,cumulative_top_outlier,3,layer1.1.conv3,layer4.2.conv3;layer4.1.conv3;layer1.1.conv3,9.282465138788192,84.72,84.66,-0.060000000000002274
resnet50_no_weights,CIFAR10,QAT,cumulative_top_outlier,4,layer1.2.conv3,layer4.2.conv3;layer4.1.conv3;layer1.1.conv3;layer1.2.conv3,9.2052207521296,84.72,84.63,-0.09000000000000341
resnet50_no_weights,CIFAR10,QAT,cumulative_top_outlier,5,layer3.2.conv3,layer4.2.conv3;layer4.1.conv3;layer1.1.conv3;layer1.2.conv3;layer3.2.conv3,8.653178860921866,84.72,84.7,-0.01999999999999602
resnet50_no_weights,CIFAR10,QAT,cumulative_low_outlier,1,fc,fc,1.2953268766468342,84.72,84.67,-0.04999999999999716
resnet50_no_weights,CIFAR10,QAT,cumulative_low_outlier,2,layer2.1.conv1,fc;layer2.1.conv1,3.2352067097559276,84.72,84.58,-0.14000000000000057
resnet50_no_weights,CIFAR10,QAT,cumulative_low_outlier,3,conv1,fc;layer2.1.conv1;conv1,3.3113551774101433,84.72,84.53,-0.18999999999999773
resnet50_no_weights,CIFAR10,QAT,cumulative_low_outlier,4,layer3.5.conv1,fc;layer2.1.conv1;conv1;layer3.5.conv1,3.424323059906652,84.72,84.63,-0.09000000000000341
resnet50_no_weights,CIFAR10,QAT,cumulative_low_outlier,5,layer3.1.conv1,fc;layer2.1.conv1;conv1;layer3.5.conv1;layer3.1.conv1,3.4300092111076297,84.72,84.53,-0.18999999999999773
