model,dataset,init,seed,n_seeds,layer,hessian_trace
cnn,CIFAR10,random,43,3,conv1.weight,0.0022785949071736206
cnn,CIFAR10,random,43,3,conv2.weight,0.036352498974237174
cnn,CIFAR10,random,43,3,conv3.weight,0.10809696465730667
cnn,CIFAR10,random,43,3,conv4.weight,0.3311786975075559
cnn,CIFAR10,random,43,3,fc1.weight,0.38787691421965337
cnn,CIFAR10,random,43,3,fc2.weight,0.481954436553152
cnn,CIFAR10,random,44,3,conv1.weight,0.00244003574460231
cnn,CIFAR10,random,44,3,conv2.weight,0.032845434222009876
cnn,CIFAR10,random,44,3,conv3.weight,0.10767728959520657
cnn,CIFAR10,random,44,3,conv4.weight,0.29432189159772615
cnn,CIFAR10,random,44,3,fc1.weight,0.30183157976716757
cnn,CIFAR10,random,44,3,fc2.weight,0.4639574612648982
