model,dataset,init,seed,n_seeds,layer,hessian_trace
resnet50_no_weights,IMAGENET100,random,42,3,layer2.0.downsample.0.weight,4.736158948318631
resnet50_no_weights,IMAGENET100,random,42,3,layer2.1.conv1.weight,1.1696776105297937
resnet50_no_weights,IMAGENET100,random,42,3,layer2.1.conv2.weight,11.51042179107666
resnet50_no_weights,IMAGENET100,random,42,3,layer2.1.conv3.weight,4.760705896399238
resnet50_no_weights,IMAGENET100,random,42,3,layer2.2.conv1.weight,1.2505139383402737
resnet50_no_weights,IMAGENET100,random,42,3,layer2.2.conv2.weight,13.99242862701416
resnet50_no_weights,IMAGENET100,random,42,3,layer2.2.conv3.weight,4.949487304245984
resnet50_no_weights,IMAGENET100,random,42,3,layer2.3.conv1.weight,1.897011363370852
resnet50_no_weights,IMAGENET100,random,42,3,layer2.3.conv2.weight,21.38364315032959
resnet50_no_weights,IMAGENET100,random,42,3,layer2.3.conv3.weight,5.1626879423856735
resnet50_no_weights,IMAGENET100,random,42,3,layer3.0.conv1.weight,4.276061197519303
resnet50_no_weights,IMAGENET100,random,42,3,layer3.0.conv2.weight,35.11136198043823
resnet50_no_weights,IMAGENET100,random,42,3,layer3.0.conv3.weight,17.893603915598856
resnet50_no_weights,IMAGENET100,random,42,3,layer3.0.downsample.0.weight,19.744170413297766
resnet50_no_weights,IMAGENET100,random,42,3,layer3.1.conv1.weight,4.851683210242879
resnet50_no_weights,IMAGENET100,random,42,3,layer3.1.conv2.weight,64.26617798351106
resnet50_no_weights,IMAGENET100,random,42,3,layer3.1.conv3.weight,29.471103722931907
resnet50_no_weights,IMAGENET100,random,42,3,layer3.2.conv1.weight,11.002106355584186
resnet50_no_weights,IMAGENET100,random,42,3,layer3.2.conv2.weight,71.13131959097726
resnet50_no_weights,IMAGENET100,random,42,3,layer3.2.conv3.weight,55.4283551722765
resnet50_no_weights,IMAGENET100,random,42,3,layer3.3.conv1.weight,11.714505941439898
resnet50_no_weights,IMAGENET100,random,42,3,layer3.3.conv2.weight,131.4310220082601
resnet50_no_weights,IMAGENET100,random,42,3,layer3.3.conv3.weight,74.5838436906988
resnet50_no_weights,IMAGENET100,random,42,3,layer3.4.conv1.weight,15.966395949495249
resnet50_no_weights,IMAGENET100,random,42,3,layer3.4.conv2.weight,212.0790101479793
resnet50_no_weights,IMAGENET100,random,42,3,layer3.4.conv3.weight,74.8157723563058
resnet50_no_weights,IMAGENET100,random,42,3,layer3.5.conv1.weight,18.179242417812347
resnet50_no_weights,IMAGENET100,random,42,3,layer3.5.conv2.weight,263.4052210415111
resnet50_no_weights,IMAGENET100,random,42,3,layer3.5.conv3.weight,137.93397424839162
resnet50_no_weights,IMAGENET100,random,42,3,layer4.0.conv1.weight,89.10394689440727
resnet50_no_weights,IMAGENET100,random,42,3,layer4.0.conv2.weight,670.5362534956498
resnet50_no_weights,IMAGENET100,random,42,3,layer4.0.conv3.weight,314.0906880148526
resnet50_no_weights,IMAGENET100,random,42,3,layer4.0.downsample.0.weight,478.31495554019244
resnet50_no_weights,IMAGENET100,random,42,3,layer4.1.conv1.weight,120.16168485217624
resnet50_no_weights,IMAGENET100,random,42,3,layer4.1.conv2.weight,1169.7135993602665
resnet50_no_weights,IMAGENET100,random,42,3,layer4.1.conv3.weight,469.8510188261668
resnet50_no_weights,IMAGENET100,random,42,3,layer4.2.conv1.weight,151.17841906547545
resnet50_no_weights,IMAGENET100,random,42,3,layer4.2.conv2.weight,1404.3974506282807
resnet50_no_weights,IMAGENET100,random,42,3,layer4.2.conv3.weight,803.4211914300919
resnet50_no_weights,IMAGENET100,random,42,3,fc.weight,11245.915315872584
resnet50_no_weights,IMAGENET100,random,43,3,conv1.weight,162.64509187895675
resnet50_no_weights,IMAGENET100,random,43,3,layer1.0.conv1.weight,6.492396322886149
resnet50_no_weights,IMAGENET100,random,43,3,layer1.0.conv2.weight,69.63123737681995
resnet50_no_weights,IMAGENET100,random,43,3,layer1.0.conv3.weight,35.63366205042059
resnet50_no_weights,IMAGENET100,random,43,3,layer1.0.downsample.0.weight,26.868526935577393
resnet50_no_weights,IMAGENET100,random,43,3,layer1.1.conv1.weight,10.620198166370391
resnet50_no_weights,IMAGENET100,random,43,3,layer1.1.conv2.weight,135.14977001499486
resnet50_no_weights,IMAGENET100,random,43,3,layer1.1.conv3.weight,62.49591646696392
resnet50_no_weights,IMAGENET100,random,43,3,layer1.2.conv1.weight,13.18614600254939
resnet50_no_weights,IMAGENET100,random,43,3,layer1.2.conv2.weight,203.10243399483818
resnet50_no_weights,IMAGENET100,random,43,3,layer1.2.conv3.weight,65.97403518358867
resnet50_no_weights,IMAGENET100,random,43,3,layer2.0.conv1.weight,21.50057643254598
resnet50_no_weights,IMAGENET100,random,43,3,layer2.0.conv2.weight,282.3548221588135
resnet50_no_weights,IMAGENET100,random,43,3,layer2.0.conv3.weight,175.8773584842682
resnet50_no_weights,IMAGENET100,random,43,3,layer2.0.downsample.0.weight,145.102490234375
resnet50_no_weights,IMAGENET100,random,43,3,layer2.1.conv1.weight,44.18525385245299
resnet50_no_weights,IMAGENET100,random,43,3,layer2.1.conv2.weight,621.8226391185414
resnet50_no_weights,IMAGENET100,random,43,3,layer2.1.conv3.weight,415.67673645019534
resnet50_no_weights,IMAGENET100,random,43,3,layer2.2.conv1.weight,113.86070587158203
resnet50_no_weights,IMAGENET100,random,43,3,layer2.2.conv2.weight,873.0192229073002
resnet50_no_weights,IMAGENET100,random,43,3,layer2.2.conv3.weight,482.697125562981
resnet50_no_weights,IMAGENET100,random,43,3,layer2.3.conv1.weight,95.80818101337978
resnet50_no_weights,IMAGENET100,random,43,3,layer2.3.conv2.weight,373.37410163879395
resnet50_no_weights,IMAGENET100,random,43,3,layer2.3.conv3.weight,544.970482720269
resnet50_no_weights,IMAGENET100,random,43,3,layer3.0.conv1.weight,162.8029509226481
resnet50_no_weights,IMAGENET100,random,43,3,layer3.0.conv2.weight,1753.5721603393554
resnet50_no_weights,IMAGENET100,random,43,3,layer3.0.conv3.weight,1078.6772492606685
resnet50_no_weights,IMAGENET100,random,43,3,layer3.0.downsample.0.weight,900.3962685721261
resnet50_no_weights,IMAGENET100,random,43,3,layer3.1.conv1.weight,357.71811122204883
resnet50_no_weights,IMAGENET100,random,43,3,layer3.1.conv2.weight,2543.037014431424
resnet50_no_weights,IMAGENET100,random,43,3,layer3.1.conv3.weight,1121.0976566859654
resnet50_no_weights,IMAGENET100,random,43,3,layer3.2.conv1.weight,168.89134019793886
resnet50_no_weights,IMAGENET100,random,43,3,layer3.2.conv2.weight,3638.5189486416903
resnet50_no_weights,IMAGENET100,random,43,3,layer3.2.conv3.weight,1245.8890449631383
resnet50_no_weights,IMAGENET100,random,43,3,layer3.3.conv1.weight,638.24906279824
resnet50_no_weights,IMAGENET100,random,43,3,layer3.3.conv2.weight,4195.661799316406
resnet50_no_weights,IMAGENET100,random,43,3,layer3.3.conv3.weight,3358.0026370239257
resnet50_no_weights,IMAGENET100,random,43,3,layer3.4.conv1.weight,821.6594965193007
resnet50_no_weights,IMAGENET100,random,43,3,layer3.4.conv2.weight,8387.694852905273
resnet50_no_weights,IMAGENET100,random,43,3,layer3.4.conv3.weight,3012.9498110401387
resnet50_no_weights,IMAGENET100,random,43,3,layer3.5.conv1.weight,745.0413290405273
resnet50_no_weights,IMAGENET100,random,43,3,layer3.5.conv2.weight,9214.543176269532
resnet50_no_weights,IMAGENET100,random,43,3,layer3.5.conv3.weight,4440.249111298592
resnet50_no_weights,IMAGENET100,random,43,3,layer4.0.conv1.weight,1390.4965712807395
resnet50_no_weights,IMAGENET100,random,43,3,layer4.0.conv2.weight,21502.765994340945
resnet50_no_weights,IMAGENET100,random,43,3,layer4.0.conv3.weight,9650.749092209508
resnet50_no_weights,IMAGENET100,random,43,3,layer4.0.downsample.0.weight,4893.658261108399
resnet50_no_weights,IMAGENET100,random,43,3,layer4.1.conv1.weight,3078.2549982315454
resnet50_no_weights,IMAGENET100,random,43,3,layer4.1.conv2.weight,25375.937941051663
resnet50_no_weights,IMAGENET100,random,43,3,layer4.1.conv3.weight,12290.838926117996
resnet50_no_weights,IMAGENET100,random,43,3,layer4.2.conv1.weight,3620.076351061259
resnet50_no_weights,IMAGENET100,random,43,3,layer4.2.conv2.weight,41676.11308879237
resnet50_no_weights,IMAGENET100,random,43,3,layer4.2.conv3.weight,16587.814717610676
resnet50_no_weights,IMAGENET100,random,43,3,fc.weight,331891.87010936247
resnet50_no_weights,IMAGENET100,random,44,3,conv1.weight,1.7346908648808796
resnet50_no_weights,IMAGENET100,random,44,3,layer1.0.conv1.weight,0.07526740742226441
resnet50_no_weights,IMAGENET100,random,44,3,layer1.0.conv2.weight,0.8422287707698757
resnet50_no_weights,IMAGENET100,random,44,3,layer1.0.conv3.weight,0.3112695985115491
resnet50_no_weights,IMAGENET100,random,44,3,layer1.0.downsample.0.weight,0.2650502820809682
resnet50_no_weights,IMAGENET100,random,44,3,layer1.1.conv1.weight,0.09841548387582104
resnet50_no_weights,IMAGENET100,random,44,3,layer1.1.conv2.weight,0.8539182699244955
resnet50_no_weights,IMAGENET100,random,44,3,layer1.1.conv3.weight,0.2566844479491313
resnet50_no_weights,IMAGENET100,random,44,3,layer1.2.conv1.weight,0.07489432684249347
resnet50_no_weights,IMAGENET100,random,44,3,layer1.2.conv2.weight,0.8448611547549566
resnet50_no_weights,IMAGENET100,random,44,3,layer1.2.conv3.weight,0.4441912838390895
resnet50_no_weights,IMAGENET100,random,44,3,layer2.0.conv1.weight,0.17266437597572803
resnet50_no_weights,IMAGENET100,random,44,3,layer2.0.conv2.weight,2.0670871413671055
resnet50_no_weights,IMAGENET100,random,44,3,layer2.0.conv3.weight,0.984526424723513
resnet50_no_weights,IMAGENET100,random,44,3,layer2.0.downsample.0.weight,0.8034988431526082
resnet50_no_weights,IMAGENET100,random,44,3,layer2.1.conv1.weight,0.23998726205900311
resnet50_no_weights,IMAGENET100,random,44,3,layer2.1.conv2.weight,2.139831165224314
resnet50_no_weights,IMAGENET100,random,44,3,layer2.1.conv3.weight,1.2113705231593206
resnet50_no_weights,IMAGENET100,random,44,3,layer2.2.conv1.weight,0.3304022256757172
resnet50_no_weights,IMAGENET100,random,44,3,layer2.2.conv2.weight,3.840434193611145
resnet50_no_weights,IMAGENET100,random,44,3,layer2.2.conv3.weight,0.9236041518949694
resnet50_no_weights,IMAGENET100,random,44,3,layer2.3.conv1.weight,0.48636306278608943
resnet50_no_weights,IMAGENET100,random,44,3,layer2.3.conv2.weight,4.063846748073896
resnet50_no_weights,IMAGENET100,random,44,3,layer2.3.conv3.weight,1.4646496646485085
resnet50_no_weights,IMAGENET100,random,44,3,layer3.0.conv1.weight,0.8477607876771972
resnet50_no_weights,IMAGENET100,random,44,3,layer3.0.conv2.weight,7.252138142402355
resnet50_no_weights,IMAGENET100,random,44,3,layer3.0.conv3.weight,4.0539695184405256
resnet50_no_weights,IMAGENET100,random,44,3,layer3.0.downsample.0.weight,4.2904925759022055
resnet50_no_weights,IMAGENET100,random,44,3,layer3.1.conv1.weight,1.4777875704996621
resnet50_no_weights,IMAGENET100,random,44,3,layer3.1.conv2.weight,9.284998569488526
resnet50_no_weights,IMAGENET100,random,44,3,layer3.1.conv3.weight,5.277663377920787
resnet50_no_weights,IMAGENET100,random,44,3,layer3.2.conv1.weight,1.4010296704677434
resnet50_no_weights,IMAGENET100,random,44,3,layer3.2.conv2.weight,12.39308713032649
resnet50_no_weights,IMAGENET100,random,44,3,layer3.2.conv3.weight,8.772604322433471
resnet50_no_weights,IMAGENET100,random,44,3,layer3.3.conv1.weight,1.825793903143633
resnet50_no_weights,IMAGENET100,random,44,3,layer3.3.conv2.weight,17.590042229960947
resnet50_no_weights,IMAGENET100,random,44,3,layer3.3.conv3.weight,8.91983653306961
resnet50_no_weights,IMAGENET100,random,44,3,layer3.4.conv1.weight,3.0722660571336746
resnet50_no_weights,IMAGENET100,random,44,3,layer3.4.conv2.weight,33.355726066388584
resnet50_no_weights,IMAGENET100,random,44,3,layer3.4.conv3.weight,15.361694050557686
resnet50_no_weights,IMAGENET100,random,44,3,layer3.5.conv1.weight,4.301165370714097
resnet50_no_weights,IMAGENET100,random,44,3,layer3.5.conv2.weight,50.41111244625515
resnet50_no_weights,IMAGENET100,random,44,3,layer3.5.conv3.weight,17.77028070926666
resnet50_no_weights,IMAGENET100,random,44,3,layer4.0.conv1.weight,9.221391371516294
resnet50_no_weights,IMAGENET100,random,44,3,layer4.0.conv2.weight,50.298810720443726
resnet50_no_weights,IMAGENET100,random,44,3,layer4.0.conv3.weight,50.87250571855357
resnet50_no_weights,IMAGENET100,random,44,3,layer4.0.downsample.0.weight,77.95205230712891
resnet50_no_weights,IMAGENET100,random,44,3,layer4.1.conv1.weight,14.321120313622735
resnet50_no_weights,IMAGENET100,random,44,3,layer4.1.conv2.weight,242.6921441785751
resnet50_no_weights,IMAGENET100,random,44,3,layer4.1.conv3.weight,79.52207312667579
resnet50_no_weights,IMAGENET100,random,44,3,layer4.2.conv1.weight,23.23416064114406
resnet50_no_weights,IMAGENET100,random,44,3,layer4.2.conv2.weight,298.7402998980354
resnet50_no_weights,IMAGENET100,random,44,3,layer4.2.conv3.weight,138.77080377510615
resnet50_no_weights,IMAGENET100,random,44,3,fc.weight,2286.8104935569327
resnet18_no_weights,IMAGENET100,trained_fp32,,,conv1.weight,162.85629272460938
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer1.0.conv1.weight,187.31389465332032
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer1.0.conv2.weight,107.82261129525992
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer1.1.conv1.weight,118.92335063013537
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer1.1.conv2.weight,76.73385334014893
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer2.0.conv1.weight,284.5248360267052
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer2.0.conv2.weight,235.0932657342208
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer2.0.downsample.0.weight,209.8031499762284
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer2.1.conv1.weight,159.58702883513078
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer2.1.conv2.weight,137.5156353541783
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer3.0.conv1.weight,319.6837413185521
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer3.0.conv2.weight,382.276322214227
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer3.0.downsample.0.weight,56.33155269622803
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer3.1.conv1.weight,219.92540504192485
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer3.1.conv2.weight,164.5094967312283
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer4.0.conv1.weight,479.9546067979601
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer4.0.conv2.weight,628.8703918457031
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer4.0.downsample.0.weight,109.9808109828404
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer4.1.conv1.weight,428.35253493850297
resnet18_no_weights,IMAGENET100,trained_fp32,,,layer4.1.conv2.weight,109.19633102416992
resnet18_no_weights,IMAGENET100,trained_fp32,,,fc.weight,12.74516248703003
resnet18_no_weights,IMAGENET100,random,42,3,conv1.weight,37.89208148075984
resnet18_no_weights,IMAGENET100,random,42,3,layer1.0.conv1.weight,25.360875810895646
resnet18_no_weights,IMAGENET100,random,42,3,layer1.0.conv2.weight,30.979791118252663
resnet18_no_weights,IMAGENET100,random,42,3,layer1.1.conv1.weight,21.757199156518077
resnet18_no_weights,IMAGENET100,random,42,3,layer1.1.conv2.weight,28.81328855242048
resnet18_no_weights,IMAGENET100,random,42,3,layer2.0.conv1.weight,40.01913250817193
resnet18_no_weights,IMAGENET100,random,42,3,layer2.0.conv2.weight,61.34654777280746
resnet18_no_weights,IMAGENET100,random,42,3,layer2.0.downsample.0.weight,5.961684566433147
resnet18_no_weights,IMAGENET100,random,42,3,layer2.1.conv1.weight,61.65285982404436
resnet18_no_weights,IMAGENET100,random,42,3,layer2.1.conv2.weight,77.8126049041748
resnet18_no_weights,IMAGENET100,random,42,3,layer3.0.conv1.weight,111.07812320484834
resnet18_no_weights,IMAGENET100,random,42,3,layer3.0.conv2.weight,175.06136576334634
resnet18_no_weights,IMAGENET100,random,42,3,layer3.0.downsample.0.weight,18.805477142333984
resnet18_no_weights,IMAGENET100,random,42,3,layer3.1.conv1.weight,200.0806374686105
resnet18_no_weights,IMAGENET100,random,42,3,layer3.1.conv2.weight,273.4146621379447
resnet18_no_weights,IMAGENET100,random,42,3,layer4.0.conv1.weight,523.6980480617947
resnet18_no_weights,IMAGENET100,random,42,3,layer4.0.conv2.weight,613.0450447701119
resnet18_no_weights,IMAGENET100,random,42,3,layer4.0.downsample.0.weight,98.98855039808485
resnet18_no_weights,IMAGENET100,random,42,3,layer4.1.conv1.weight,872.4158630371094
resnet18_no_weights,IMAGENET100,random,42,3,layer4.1.conv2.weight,1119.4706616210938
resnet18_no_weights,IMAGENET100,random,42,3,fc.weight,2169.8174438476562
resnet18_no_weights,IMAGENET100,random,43,3,conv1.weight,57.399240493774414
resnet18_no_weights,IMAGENET100,random,43,3,layer1.0.conv1.weight,27.898988366127014
resnet18_no_weights,IMAGENET100,random,43,3,layer1.0.conv2.weight,37.65781435285296
resnet18_no_weights,IMAGENET100,random,43,3,layer1.1.conv1.weight,22.502354701360066
resnet18_no_weights,IMAGENET100,random,43,3,layer1.1.conv2.weight,14.225074631827217
resnet18_no_weights,IMAGENET100,random,43,3,layer2.0.conv1.weight,50.41258637801461
resnet18_no_weights,IMAGENET100,random,43,3,layer2.0.conv2.weight,56.761607385450795
resnet18_no_weights,IMAGENET100,random,43,3,layer2.0.downsample.0.weight,6.418136780078594
resnet18_no_weights,IMAGENET100,random,43,3,layer2.1.conv1.weight,87.79644718876591
resnet18_no_weights,IMAGENET100,random,43,3,layer2.1.conv2.weight,108.3510913848877
resnet18_no_weights,IMAGENET100,random,43,3,layer3.0.conv1.weight,223.45447649274553
resnet18_no_weights,IMAGENET100,random,43,3,layer3.0.conv2.weight,249.75750673734225
resnet18_no_weights,IMAGENET100,random,43,3,layer3.0.downsample.0.weight,31.43591633549443
resnet18_no_weights,IMAGENET100,random,43,3,layer3.1.conv1.weight,332.8578465779622
resnet18_no_weights,IMAGENET100,random,43,3,layer3.1.conv2.weight,367.83204650878906
resnet18_no_weights,IMAGENET100,random,43,3,layer4.0.conv1.weight,700.08302961077
resnet18_no_weights,IMAGENET100,random,43,3,layer4.0.conv2.weight,910.0560656095806
resnet18_no_weights,IMAGENET100,random,43,3,layer4.0.downsample.0.weight,122.82692010062081
resnet18_no_weights,IMAGENET100,random,43,3,layer4.1.conv1.weight,1138.9336920844185
resnet18_no_weights,IMAGENET100,random,43,3,layer4.1.conv2.weight,1193.923618861607
resnet18_no_weights,IMAGENET100,random,43,3,fc.weight,2867.749708606351
resnet18_no_weights,IMAGENET100,random,44,3,conv1.weight,56.20238399505615
resnet18_no_weights,IMAGENET100,random,44,3,layer1.0.conv1.weight,32.5555349007631
resnet18_no_weights,IMAGENET100,random,44,3,layer1.0.conv2.weight,35.44785821204092
resnet18_no_weights,IMAGENET100,random,44,3,layer1.1.conv1.weight,55.524144887924194
resnet18_no_weights,IMAGENET100,random,44,3,layer1.1.conv2.weight,74.64509152351542
resnet18_no_weights,IMAGENET100,random,44,3,layer2.0.conv1.weight,149.69268359559956
resnet18_no_weights,IMAGENET100,random,44,3,layer2.0.conv2.weight,176.8783652565696
resnet18_no_weights,IMAGENET100,random,44,3,layer2.0.downsample.0.weight,24.2690628528595
resnet18_no_weights,IMAGENET100,random,44,3,layer2.1.conv1.weight,250.15054498716842
resnet18_no_weights,IMAGENET100,random,44,3,layer2.1.conv2.weight,308.7392517089844
resnet18_no_weights,IMAGENET100,random,44,3,layer3.0.conv1.weight,824.2036663818359
resnet18_no_weights,IMAGENET100,random,44,3,layer3.0.conv2.weight,1102.4199354383682
resnet18_no_weights,IMAGENET100,random,44,3,layer3.0.downsample.0.weight,89.3906997154499
resnet18_no_weights,IMAGENET100,random,44,3,layer3.1.conv1.weight,1354.032574244908
resnet18_no_weights,IMAGENET100,random,44,3,layer3.1.conv2.weight,1727.5495971679688
resnet18_no_weights,IMAGENET100,random,44,3,layer4.0.conv1.weight,2753.986123046875
resnet18_no_weights,IMAGENET100,random,44,3,layer4.0.conv2.weight,3052.039972478693
resnet18_no_weights,IMAGENET100,random,44,3,layer4.0.downsample.0.weight,364.8695343017578
resnet18_no_weights,IMAGENET100,random,44,3,layer4.1.conv1.weight,3720.341080204133
resnet18_no_weights,IMAGENET100,random,44,3,layer4.1.conv2.weight,4517.950022051411
resnet18_no_weights,IMAGENET100,random,44,3,fc.weight,9141.291556693412
cnn,IMAGENET100,trained_fp32,,,conv1.weight,163.920287722633
cnn,IMAGENET100,trained_fp32,,,conv2.weight,312.70899963378906
cnn,IMAGENET100,trained_fp32,,,conv3.weight,736.5700350674716
cnn,IMAGENET100,trained_fp32,,,conv4.weight,99.23634661160983
cnn,IMAGENET100,trained_fp32,,,fc1.weight,87.72889137268066
cnn,IMAGENET100,trained_fp32,,,fc2.weight,67.08331680297852
